CITY_DISTRICT_ID,SHIP_TO_CITY_CD,SHIP_TO_DISTRICT_NAME
2239,甘孜藏族自治州,新龙县
2240,阿勒泰地区,哈巴河县
2241,大连,长海县
2242,喀什地区,英吉沙县
2243,巴中,恩阳区
2244,延边朝鲜族自治州,图们市
2245,甘孜藏族自治州,雅江县
2246,郴州,苏仙区
2247,宜昌,点军区
2248,张家口,蔚县
2249,锦州,义县
2250,开封,尉氏县
2251,金昌,永昌县
2252,湘西土家族苗族自治州,龙山县
2253,庆阳,庆城县
2254,昭通,水富市
2255,新余,分宜县
2256,漯河,召陵区
2257,来宾,金秀瑶族自治县
2258,甘南藏族自治州,舟曲县
2259,塔城地区,沙湾县
2260,阿坝藏族羌族自治州,金川县
2261,楚雄彝族自治州,禄丰县
2262,九江,瑞昌市
2263,宜春,铜鼓县
2264,舟山,嵊泗县
2265,乐山,沐川县
2266,龙岩,长汀县
2267,丽江,玉龙纳西族自治县
2268,信阳,商城县
2269,渭南,潼关县
2270,北屯,北屯市
2271,郴州,桂东县
2272,雅安,芦山县
2273,晋中,寿阳县
2274,临沧,永德县
2275,商丘,睢县
2276,和田地区,于田县
2277,德州,夏津县
2278,汉中,镇巴县
2279,铜仁,思南县
2280,怀化,芷江侗族自治县
2281,汕头,濠江区
2282,南阳,邓州市
2283,常德,安乡县
2284,阿拉尔,阿拉尔市
2285,信阳,淮滨县
2286,克拉玛依,独山子区
2287,吴忠,青铜峡市
2288,锡林郭勒盟,正镶白旗
2289,西双版纳傣族自治州,勐海县
2290,乌兰察布,凉城县
2291,怀化,辰溪县
2292,九江,彭泽县
2293,甘南藏族自治州,合作市
2294,石家庄,行唐县
2295,株洲,茶陵县
2296,昌吉回族自治州,玛纳斯县
2297,白城,镇赉县
2298,邯郸,广平县
2299,岳阳,云溪区
2300,凉山彝族自治州,昭觉县
2301,鄂尔多斯,鄂托克前旗
2302,黔南布依族苗族自治州,贵定县
2303,郴州,桂阳县
2304,乌鲁木齐,乌鲁木齐县
2305,锡林郭勒盟,二连浩特市
2306,防城港,东兴市
2307,昌都,芒康县
2308,娄底,双峰县
2309,玉林,福绵区
2310,张家口,怀安县
2311,萍乡,芦溪县
2312,黔西南布依族苗族自治州,普安县
2313,恩施土家族苗族自治州,宣恩县
2314,宝鸡,千阳县
2315,辽阳,弓长岭区
2316,石嘴山,惠农区
2317,天水,张家川回族自治县
2318,锡林郭勒盟,太仆寺旗
2319,宜春,宜丰县
2320,鸡西,滴道区
2321,郴州,资兴市
2322,甘南藏族自治州,夏河县
2323,宜宾,筠连县
2324,忻州,岢岚县
2325,焦作,修武县
2326,怀化,靖州苗族侗族自治县
2327,邯郸,馆陶县
2328,乌兰察布,商都县
2329,阿坝藏族羌族自治州,黑水县
2330,大同,灵丘县
2331,阜新,新邱区
2332,阿克苏地区,温宿县
2333,柳州,三江侗族自治县
2334,南阳,唐河县
2335,贺州,富川瑶族自治县
2336,保山,龙陵县
2337,遵义,正安县
2338,本溪,本溪满族自治县
2339,大庆,杜尔伯特蒙古族自治县
2340,曲靖,师宗县
2341,永州,双牌县
2342,德州,乐陵市
2343,邯郸,鸡泽县
2344,德宏傣族景颇族自治州,盈江县
2345,大理白族自治州,永平县
2346,雅安,石棉县
2347,吕梁,岚县
2348,赤峰,喀喇沁旗
2349,南充,营山县
2350,邢台,新河县
2351,石家庄,元氏县
2352,吴忠,红寺堡区
2353,赤峰,敖汉旗
2354,宜宾,南溪区
2355,南宁,上林县
2356,黄山,祁门县
2357,衡水,故城县
2358,平顶山,舞钢市
2359,甘孜藏族自治州,甘孜县
2360,廊坊,永清县
2361,榆林,吴堡县
2362,红河哈尼族彝族自治州,元阳县
2363,重庆,黔江区
2364,保山,施甸县
2365,怀化,通道侗族自治县
2366,黔南布依族苗族自治州,三都水族自治县
2367,濮阳,台前县
2368,眉山,丹棱县
2369,海东,循化撒拉族自治县
2370,长春,净月旅游开发区
2371,怀化,麻阳苗族自治县
2372,鹤壁,浚县
2373,锡林郭勒盟,苏尼特右旗
2374,延安,安塞区
2375,文山壮族苗族自治州,麻栗坡县
2376,甘孜藏族自治州,道孚县
2377,伊犁哈萨克自治州,霍尔果斯市
2378,黔南布依族苗族自治州,荔波县
2379,通辽,霍林郭勒市
2380,凉山彝族自治州,甘洛县
2381,桂林,荔浦市
2382,淮南,谢家集区
2383,陇南,礼县
2384,邢台,临西县
2385,赤峰,翁牛特旗
2386,临夏回族自治州,永靖县
2387,邵阳,邵阳县
2388,伊春,大箐山县
2389,呼伦贝尔,满洲里市
2390,昭通,威信县
2391,楚雄彝族自治州,大姚县
2392,韶关,新丰县
2393,大理白族自治州,南涧彝族自治县
2394,常德,石门县
2395,吕梁,方山县
2396,呼伦贝尔,扎赉诺尔区
2397,大理白族自治州,巍山彝族回族自治县
2398,安康,平利县
2399,朝阳,北票市
2400,清远,连南瑶族自治县
2401,白山,江源区
2402,鹤岗,萝北县
2403,昌江黎族自治县,昌江黎族自治县
2404,长治,上党区
2405,韶关,乐昌市
2406,赤峰,宁城县
2407,庆阳,宁县
2408,保定,望都县
2409,晋中,左权县
2410,陇南,徽县
2411,阿里地区,噶尔县
2412,衡水,饶阳县
2413,邢台,信都区
2414,广元,昭化区
2415,广安,武胜县
2416,杭州,临平区
2417,杭州,钱塘区
2418,乌兰察布,化德县
2419,沧州,孟村回族自治县
2420,海西蒙古族藏族自治州,格尔木市
2421,贺州,昭平县
2422,成都,新津区
2423,巴音郭楞蒙古自治州,轮台县
2424,南通,海门区
2425,芜湖,湾沚区
2426,洛阳,偃师区
2427,南昌,红谷滩区
2428,邢台,南宫市
2429,抚州,资溪县
2430,黔东南苗族侗族自治州,岑巩县
2431,漳州,龙海区
2432,清远,阳山县
2433,遵义,道真仡佬族苗族自治县
2434,张家界,桑植县
2435,烟台,长岛县
2436,白银,靖远县
2437,塔城地区,托里县
2438,宝鸡,眉县
2439,陇南,宕昌县
2440,普洱,景东彝族自治县
2441,永州,东安县
2442,承德,鹰手营子矿区
2443,昌吉回族自治州,呼图壁县
2444,晋城,陵川县
2445,五家渠,五家渠市
2446,德宏傣族景颇族自治州,陇川县
2447,塔城地区,额敏县
2448,昆明,东川区
2449,南平,松溪县
2450,临夏回族自治州,康乐县
2451,玉溪,澄江市
2452,桂林,资源县
2453,武威,民勤县
2454,商洛,镇安县
2455,邵阳,北塔区
2456,三明,将乐县
2457,怀化,新晃侗族自治县
2458,白山,临江市
2459,邢台,广宗县
2460,海南藏族自治州,贵德县
2461,定西,通渭县
2462,陇南,西和县
2463,定西,临洮县
2464,泸州,纳溪区
2465,沈阳,法库县
2466,昭通,彝良县
2467,铜仁,玉屏侗族自治县
2468,南宁,马山县
2469,西宁,大通回族土族自治县
2470,忻州,偏关县
2471,安康,旬阳市
2472,烟台,蓬莱区
2473,中山,南朗镇
2474,三明,沙县区
2475,临汾,安泽县
2476,邢台,襄都区
2477,来宾,武宣县
2478,宁德,屏南县
2479,遵义,赤水市
2480,邵阳,绥宁县
2481,赤峰,巴林右旗
2482,东莞,樟木头镇
2483,东莞,东城街道
2484,荆州,监利市
2485,东莞,桥头镇
2486,常德,津市市
2487,昭通,绥江县
2488,三明,清流县
2489,芜湖,无为县
2490,东莞,石碣镇
2491,大同,左云县
2492,通辽,库伦旗
2493,沧州,吴桥县
2494,抚顺,抚顺县
2495,黑河,逊克县
2496,郴州,安仁县
2497,河池,大化瑶族自治县
2498,兴安盟,突泉县
2499,中卫,海原县
2500,怒江傈僳族自治州,贡山独龙族怒族自治县
2501,抚州,金溪县
2502,宜春,靖安县
2503,太原,娄烦县
2504,黄南藏族自治州,泽库县
2505,喀什地区,泽普县
2506,阿克苏地区,新和县
2507,楚雄彝族自治州,元谋县
2508,包头,固阳县
2509,黔东南苗族侗族自治州,施秉县
2510,辽源,西安区
2511,凉山彝族自治州,金阳县
2512,柳州,鹿寨县
2513,湘西土家族苗族自治州,花垣县
2514,石家庄,井陉矿区
2515,贵港,覃塘区
2516,庆阳,华池县
2517,果洛藏族自治州,玛沁县
2518,平凉,庄浪县
2519,玉溪,元江哈尼族彝族傣族自治县
2520,楚雄彝族自治州,武定县
2521,临汾,大宁县
2522,白沙黎族自治县,白沙黎族自治县
2523,伊犁哈萨克自治州,巩留县
2524,昌都,贡觉县
2525,黔南布依族苗族自治州,瓮安县
2526,临汾,乡宁县
2527,抚州,宜黄县
2528,普洱,宁洱哈尼族彝族自治县
2529,呼伦贝尔,新巴尔虎左旗
2530,雅安,汉源县
2531,呼和浩特,武川县
2532,昌吉回族自治州,吉木萨尔县
2533,伊春,汤旺县
2534,延边朝鲜族自治州,和龙市
2535,湘西土家族苗族自治州,保靖县
2536,白银,平川区
2537,邯郸,邱县
2538,东莞,虎门镇
2539,来宾,合山市
2540,怒江傈僳族自治州,泸水市
2541,酒泉,敦煌市
2542,东莞,南城街道
2543,张家口,下花园区
2544,河池,都安瑶族自治县
2545,东莞,厚街镇
2546,湘西土家族苗族自治州,古丈县
2547,普洱,墨江哈尼族自治县
2548,塔城地区,乌苏市
2549,榆林,子洲县
2550,锡林郭勒盟,多伦县
2551,赤峰,阿鲁科尔沁旗
2552,驻马店,正阳县
2553,广安,邻水县
2554,邢台,内丘县
2555,呼伦贝尔,鄂伦春自治旗
2556,宜宾,长宁县
2557,邢台,南和区
2558,伊春,金山屯区
2559,仙桃,龙华山街道
2560,定西,漳县
2561,百色,平果县
2562,临汾,古县
2563,广元,旺苍县
2564,黔西南布依族苗族自治州,贞丰县
2565,昭通,鲁甸县
2566,忻州,神池县
2567,黔东南苗族侗族自治州,天柱县
2568,海北藏族自治州,刚察县
2569,贺州,平桂区
2570,桂林,永福县
2571,塔城地区,和布克赛尔蒙古自治县
2572,克孜勒苏柯尔克孜自治州,乌恰县
2573,甘孜藏族自治州,德格县
2574,张掖,高台县
2575,齐齐哈尔,梅里斯达斡尔族区
2576,鹤壁,山城区
2577,滨州,邹平县
2578,锡林郭勒盟,苏尼特左旗
2579,吉林,永吉县
2580,赣州,全南县
2581,临沧,凤庆县
2582,拉萨,曲水县
